SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,Health,366,70000,0.0295844893,0.0045460246,Management,Major: Miscellaneous health medical professions,"Occ: Managers, all other"
Bachelors,Health,490,72000,0.0377047829,0.0057938087,Management,Major: Miscellaneous health medical professions,Occ: Medical and health services managers
Bachelors,Health,129,38000,0.0112743925,0.0017324506,Office and administrative support,Major: Miscellaneous health medical professions,Occ: Customer service representatives
Bachelors,Health,140,53000,0.0106857948,0.0016420052,Office and administrative support,Major: Miscellaneous health medical professions,Occ: First-line supervisors of office and administrative support workers
Bachelors,Health,201,35000,0.0172710257,0.0026539078,Office and administrative support,Major: Miscellaneous health medical professions,Occ: Secretaries and administrative assistants
Bachelors,Health,179,90000,0.0151724787,0.00233144,Sales and related,Major: Miscellaneous health medical professions,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Health,36741,66000,0.7749991375,0.4794883205,Healthcare practitioners and technical,Major: Nursing,Occ: Registered nurses
Bachelors,Health,641,37000,0.0160770871,0.0099468181,Healthcare support,Major: Nursing,"Occ: Nursing, psychiatric, and home health aides"
Bachelors,Health,1700,82000,0.0350919527,0.0217112261,Management,Major: Nursing,Occ: Medical and health services managers
Bachelors,Health,389,52000,0.2401521244,0.0047898653,Healthcare practitioners and technical,Major: Nutrition sciences,Occ: Dietitians and nutritionists
Bachelors,Health,86,65000,0.0502989885,0.0010032199,Healthcare practitioners and technical,Major: Nutrition sciences,Occ: Registered nurses
Bachelors,Health,109,41000,0.0334452805,0.0015972649,Healthcare practitioners and technical,Major: Pharmacy and pharmaceutical sciences and administration,Occ: Health practitioner support technologists and technicians
Bachelors,Health,2569,120000,0.6317660724,0.030171605,Healthcare practitioners and technical,Major: Pharmacy and pharmaceutical sciences and administration,Occ: Pharmacists
Bachelors,Health,53,72000,0.0142593808,0.0006809932,Healthcare practitioners and technical,Major: Pharmacy and pharmaceutical sciences and administration,Occ: Registered nurses
Bachelors,Health,53,102000,0.0152189283,0.0007268189,Healthcare support,Major: Pharmacy and pharmaceutical sciences and administration,Occ: Pharmacy aides
Bachelors,Health,68,124000,0.0175420433,0.0008377652,Management,Major: Pharmacy and pharmaceutical sciences and administration,"Occ: Managers, all other"
Bachelors,Health,62,123000,0.0131053987,0.0006258818,Management,Major: Pharmacy and pharmaceutical sciences and administration,Occ: Medical and health services managers
Bachelors,Health,159,132000,0.0428841978,0.0020480446,Sales and related,Major: Pharmacy and pharmaceutical sciences and administration,Occ: First-line supervisors of retail sales workers
Bachelors,Health,107,46000,0.0166079922,0.0014421813,Community and social service,Major: Treatment therapy professions,Occ: Counselors
Bachelors,Health,120,39000,0.015469222,0.0013432944,Community and social service,Major: Treatment therapy professions,Occ: Social workers
Bachelors,Health,127,43000,0.0176370517,0.0015315413,"Education, training, and library",Major: Treatment therapy professions,Occ: Elementary and middle school teachers
Bachelors,Health,1050,75000,0.1402353921,0.0121775623,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Occupational therapists
Bachelors,Health,171,43000,0.0231989723,0.0020145195,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Other healthcare practitioners and technical occupations
Bachelors,Health,1724,79000,0.2356351769,0.0204617537,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Physical therapists
Bachelors,Health,137,95000,0.0178648057,0.0015513187,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Physician assistants
Bachelors,Health,72,72000,0.0100572857,0.0008733403,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Radiation therapists
Bachelors,Health,106,44000,0.0153942298,0.0013367823,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Recreational therapists
Bachelors,Health,188,61000,0.0283067736,0.0024580635,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Registered nurses
Bachelors,Health,185,57000,0.0289372635,0.0025128131,Healthcare practitioners and technical,Major: Treatment therapy professions,Occ: Respiratory therapists
Bachelors,Health,290,66000,0.0417456515,0.0036250497,Healthcare practitioners and technical,Major: Treatment therapy professions,"Occ: Therapists, all other"
Bachelors,Health,121,46000,0.0194910252,0.001692534,Healthcare support,Major: Treatment therapy professions,"Occ: Nursing, psychiatric, and home health aides"
Bachelors,Health,113,77000,0.0143526716,0.001246337,Management,Major: Treatment therapy professions,"Occ: Managers, all other"
Bachelors,Health,237,83000,0.0315022741,0.0027355498,Management,Major: Treatment therapy professions,Occ: Medical and health services managers
Bachelors,Health,88,36000,0.013058362,0.0011339435,Personal care and service,Major: Treatment therapy professions,Occ: Recreation and fitness workers
Bachelors,Health,74,95000,0.0107919314,0.0009371345,Sales and related,Major: Treatment therapy professions,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Humanities and liberal arts,52,52000,0.019353138,0.000593287,Business and financial operations,Major: Area ethnic and civilization studies,Occ: Accountants and auditors
Bachelors,Humanities and liberal arts,59,65000,0.0272979563,0.0008368422,Business and financial operations,Major: Area ethnic and civilization studies,Occ: Human resources workers
Bachelors,Humanities and liberal arts,53,37000,0.0220001904,0.0006744346,Community and social service,Major: Area ethnic and civilization studies,Occ: Social workers
Bachelors,Humanities and liberal arts,105,46000,0.0370733779,0.001136516,"Education, training, and library",Major: Area ethnic and civilization studies,Occ: Elementary and middle school teachers
Bachelors,Humanities and liberal arts,130,65000,0.0493677096,0.0015134093,Management,Major: Area ethnic and civilization studies,"Occ: Managers, all other"
Bachelors,Humanities and liberal arts,50,92000,0.0183280002,0.0005618605,Management,Major: Area ethnic and civilization studies,Occ: Marketing and sales managers
Bachelors,Humanities and liberal arts,52,51000,0.0181888743,0.0005575955,Management,Major: Area ethnic and civilization studies,Occ: Social and community service managers
Bachelors,Humanities and liberal arts,58,42000,0.0234207385,0.0007179827,Office and administrative support,Major: Area ethnic and civilization studies,Occ: Customer service representatives
Bachelors,Humanities and liberal arts,65,39000,0.0249547841,0.0007650102,Office and administrative support,Major: Area ethnic and civilization studies,Occ: Secretaries and administrative assistants
Bachelors,Humanities and liberal arts,54,41000,0.0224761472,0.0006890255,Sales and related,Major: Area ethnic and civilization studies,Occ: First-line supervisors of retail sales workers
Bachelors,Humanities and liberal arts,67,58000,0.0419789363,0.0009524467,"Arts, design, entertainment, sports, and media",Major: Art history and criticism,Occ: Designers
Bachelors,Humanities and liberal arts,51,44000,0.0216770798,0.0004918243,"Education, training, and library",Major: Art history and criticism,Occ: Elementary and middle school teachers
Bachelors,Humanities and liberal arts,115,62000,0.0564830892,0.0012815268,Management,Major: Art history and criticism,"Occ: Managers, all other"
Bachelors,Humanities and liberal arts,59,86000,0.0349742022,0.0007935185,Management,Major: Art history and criticism,Occ: Marketing and sales managers
Bachelors,Humanities and liberal arts,101,43000,0.0498444217,0.0011309042,Office and administrative support,Major: Art history and criticism,Occ: Secretaries and administrative assistants
Bachelors,Humanities and liberal arts,91,46000,0.0486621255,0.0011040794,Sales and related,Major: Art history and criticism,Occ: First-line supervisors of retail sales workers
Bachelors,Humanities and liberal arts,54,36000,0.0331636565,0.0007524396,Sales and related,Major: Art history and criticism,Occ: Retail salespersons
Bachelors,Humanities and liberal arts,66,51000,0.0377585378,0.0007224722,"Arts, design, entertainment, sports, and media",Major: Composition and speech,Occ: Editors
Bachelors,Humanities and liberal arts,52,62000,0.0286136628,0.0005474941,"Arts, design, entertainment, sports, and media",Major: Composition and speech,Occ: Technical writers
Bachelors,Humanities and liberal arts,58,63000,0.0436067997,0.0008343729,"Arts, design, entertainment, sports, and media",Major: Composition and speech,Occ: Writers and authors
Bachelors,Humanities and liberal arts,51,42000,0.0297105785,0.0005684825,"Education, training, and library",Major: Composition and speech,Occ: Elementary and middle school teachers
Bachelors,Humanities and liberal arts,71,76000,0.0388789169,0.0007439096,Management,Major: Composition and speech,"Occ: Managers, all other"
Bachelors,Humanities and liberal arts,54,66000,0.0319806661,0.0006119184,Management,Major: Composition and speech,Occ: Marketing and sales managers
Bachelors,Humanities and liberal arts,57,40000,0.0271530637,0.000519547,Office and administrative support,Major: Composition and speech,Occ: Secretaries and administrative assistants
